Título,Endereço,Metro_m2,N_Quartos,N_Banheiros,N_Garagens,Valor_Mensal
Casa de condomínio com 4 Quartos para Venda/Aluguel 400m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",400,"4
              

                Quartos","6
              

                Banheiros","6
                

                  Vagas","R$ 35.000
                      /Mês


                    R$ 6.500.000"
Sala/Conjunto com  Quarto para Venda/Aluguel 94m²,"Rua Barão Geraldo de Resende, 97 - Botafogo, Campinas - SP",94,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 4.900
                      /Mês


                    R$ 813.000"
"Apartamento com  Quarto para Aluguel, 37m²","Centro, Campinas - SP",37,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 750
                      /Mês"
"Apartamento com  Quarto para Aluguel, 63m²","Rua Doutor Antônio Álvares Lobo, 432 - Botafogo, Campinas - SP",63,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 1.000
                      /Mês

Preço abaixo do mercado"
Apartamento com 2 Quartos para Venda/Aluguel 59m²,"Rua Álvaro Silveira Leite, 51 - Cidade Satélite Íris, Campinas - SP",59,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.000
                      /Mês


                    R$ 240.000"
Lote/Terreno    para Venda/Aluguel 318m²,"Jardim América, Campinas - SP",318,"--
              

                Quarto","--
              

                Banheiro","--
                

                  Vaga","R$ 900
                      /Mês


                    R$ 285.000"
Apartamento com 3 Quartos para Venda/Aluguel 91m²,"Avenida Dermival Bernardes Siqueira, 2175 - Swiss Park, Campinas - SP",91,"3
              

                Quartos","2
              

                Banheiros","2
                

                  Vagas","R$ 5.500
                      /Mês


                    R$ 1.050.000"
Casa de condomínio com 3 Quartos para Venda/Aluguel 274m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",274,"3
              

                Quartos","5
              

                Banheiros","4
                

                  Vagas","R$ 10.500
                      /Mês


                    R$ 2.000.000"
Apartamento com 2 Quartos para Venda/Aluguel 85m²,"Centro, Campinas - SP",85,"2
              

                Quartos","3
              

                Banheiros","1
                

                  Vaga","R$ 1.550
                      /Mês


                    R$ 450.000"
Casa de condomínio com 3 Quartos para Venda/Aluguel 120m²,"Rua São Miguel Arcanjo, 1730 - Jardim Nova Europa, Campinas - SP",120,"3
              

                Quartos","3
              

                Banheiros","2
                

                  Vagas","R$ 4.400
                      /Mês


                    R$ 840.000"
"Casa de condomínio com 4 Quartos para Aluguel, 310m²","Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",310,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 9.500
                      /Mês"
"Apartamento com  Quarto para Aluguel, 40m²","Rua Álvaro Muller, 135 - Vila Itapura, Campinas - SP",40,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 3.290
                      /Mês"
"Lote/Terreno    para Aluguel, 2000m²","Rua Ambrógio Bisogni, s/n - Fazenda Santa Cândida, Campinas - SP",2000,"--
              

                Quarto","--
              

                Banheiro","--
                

                  Vaga","R$ 20.000
                      /Mês"
Casa com 4 Quartos para Venda/Aluguel 227m²,"Rua José Faber de Almeida Prado - Parque Alto Taquaral, Campinas - SP",227,"4
              

                Quartos","4
              

                Banheiros","4
                

                  Vagas","R$ 7.900
                      /Mês


                    R$ 1.370.000"
"Apartamento com 2 Quartos para Aluguel, 71m²","Travessa Jorge Norton, 45 - Bosque, Campinas - SP",71,"2
              

                Quartos","2
              

                Banheiros","1
                

                  Vaga","R$ 1.800
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 490m²,"Rua Mirta Coluccini Porto, 1395 - Fazenda Santa Cândida, Campinas - SP",490,"4
              

                Quartos","7
              

                Banheiros","4
                

                  Vagas","R$ 14.000
                      /Mês


                    R$ 3.000.000"
"Apartamento com  Quarto para Aluguel, 50m²","Rua Padre José Teixeira, 47 - Cambuí, Campinas - SP",50,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 2.400
                      /Mês"
"Sala/Conjunto    para Aluguel, 89m²","Avenida Dermival Bernardes Siqueira, 1874 - Swiss Park, Campinas - SP",89,"--
              

                Quarto","2
              

                Banheiros","2
                

                  Vagas","R$ 7.500
                      /Mês"
"Casa com 4 Quartos para Aluguel, 340m²","Estrada da Rhodia - Barão Geraldo, Campinas - SP",340,"4
              

                Quartos","6
              

                Banheiros","4
                

                  Vagas","R$ 8.000
                      /Mês"
Casa com 3 Quartos para Venda/Aluguel 337m²,"Rua Camargo Paes, 571 - Jardim Guanabara, Campinas - SP",337,"3
              

                Quartos","3
              

                Banheiros","4
                

                  Vagas","R$ 6.200
                      /Mês


                    R$ 2.000.000"
Sala/Conjunto    à Venda/Aluguel 0m²,"Rua Alecrins, 914 - Cambuí, Campinas - SP",0,"--
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 1.950
                      /Mês


                    R$ 470.000"
Sala/Conjunto com  Quarto para Venda/Aluguel 65m²,"Rua Francisco Otaviano, 60 - Jardim Chapadão, Campinas - SP",65,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.650
                      /Mês


                    R$ 375.000"
"Apartamento com 2 Quartos para Aluguel, 81m²","Rua Major Telmo Coelho Filho, 314 - Parque Brasília, Campinas - SP",81,"2
              

                Quartos","1
              

                Banheiro","1
                

                  Vaga","R$ 1.250
                      /Mês

Preço abaixo do mercado"
"Apartamento com  Quarto para Aluguel, 51m²","Rua Major Telmo Coelho Filho, 314 - Parque Brasília, Campinas - SP",51,"1
              

                Quarto","1
              

                Banheiro","1
                

                  Vaga","R$ 1.190
                      /Mês"
Casa de condomínio com 4 Quartos para Venda/Aluguel 400m²,"Avenida Dermival Bernardes Siqueira, 001 - Swiss Park, Campinas - SP",400,"4
              

                Quartos","6
              

                Banheiros","6
                

                  Vagas","R$ 35.000
                      /Mês


                    R$ 6.500.000"
Sala/Conjunto com  Quarto para Venda/Aluguel 94m²,"Rua Barão Geraldo de Resende, 97 - Botafogo, Campinas - SP",94,"1
              

                Quarto","2
              

                Banheiros","1
                

                  Vaga","R$ 4.900
                      /Mês


                    R$ 813.000"
"Apartamento com  Quarto para Aluguel, 37m²","Centro, Campinas - SP",37,"1
              

                Quarto","1
              

                Banheiro","--
                

                  Vaga","R$ 750
                      /Mês"
